	Intercept.T1	Intercept.T2	Intercept.T3	Intercept.T4	T1.T2	T1.T3	T1.T4	T2.T3	T2.T4	T3.T4	AveExpr	F	P.Value	adj.P.Val	Symbol
17116675	-0.167165107	1.270674269	0.916008341	0.180583305	1.437839375	1.083173448	0.347748412	-0.354665928	-1.090090964	-0.735425036	7.254189943	6.774159398	0.000114052	0.003158747	NA
16713395	0.241615329	1.491222918	1.039669968	0.643204269	1.24960759	0.798054639	0.40158894	-0.451552951	-0.84801865	-0.396465699	4.530424136	6.685024659	0.000128613	0.003462002	NA
16798228	-0.155629094	-0.612829792	-1.503745119	-0.946933594	-0.457200699	-1.348116025	-0.7913045	-0.890915327	-0.334103802	0.556811525	6.963690773	6.657922181	0.000133408	0.003552691	SNORD116-26
16798222	-0.097137573	-0.522444143	-1.245985965	-0.793731841	-0.42530657	-1.148848392	-0.696594268	-0.723541822	-0.271287698	0.452254124	4.748267744	6.429792675	0.000181763	0.004557963	SNORD116-25
16862563	0.362868036	0.463770217	0.601339697	-0.53590609	0.100902181	0.238471661	-0.898774126	0.13756948	-0.999676307	-1.137245787	5.951884361	6.426582545	0.000182558	0.004568722	CEACAM6
16961947	-0.097012128	-0.147926833	-1.027082482	-0.873113615	-0.050914705	-0.930070354	-0.776101487	-0.879155649	-0.725186782	0.153968867	9.918004076	6.353869524	0.000201567	0.004892163	NA
16907154	0.04652085	-0.102949865	-1.159448698	-1.607968797	-0.149470715	-1.205969549	-1.654489647	-1.056498833	-1.505018932	-0.448520099	3.624084337	6.298536976	0.000217379	0.005183432	NA
17074331	0.212936085	0.580541763	0.451935615	-0.855554014	0.367605678	0.23899953	-1.068490099	-0.128606148	-1.436095777	-1.307489628	7.134590263	6.102328815	0.000284427	0.006410149	NA
16748117	-0.147319897	0.543911113	0.953133612	1.261371114	0.69123101	1.100453509	1.408691011	0.4092225	0.717460001	0.308237502	3.798175876	6.070261521	0.000297248	0.006614189	NA
17098171	-0.092567099	-0.147390548	-0.522577621	0.631501437	-0.054823449	-0.430010523	0.724068536	-0.375187074	0.778891985	1.154079059	4.599678687	6.021253754	0.000317993	0.006874486	SNORD90
16952883	0.372056405	0.513514871	0.446991367	-0.547185709	0.141458466	0.074934961	-0.919242114	-0.066523504	-1.06070058	-0.994177075	7.359079514	5.683572204	0.000507532	0.009875677	LTF
16872824	0.311360568	0.460272287	0.491946179	-0.680688016	0.148911719	0.180585611	-0.992048584	0.031673892	-1.140960303	-1.172634195	6.957783254	5.590859739	0.000577517	0.010843411	CEACAM8
17074322	0.317913762	0.508524015	0.46639746	-0.649525521	0.190610253	0.148483698	-0.967439283	-0.042126555	-1.158049536	-1.115922982	9.43016139	5.590692888	0.000577652	0.010843411	NA
16743686	0.333598125	0.504646373	0.632922587	-0.391456821	0.171048248	0.299324462	-0.725054946	0.128276213	-0.896103194	-1.024379408	8.047963327	5.553941217	0.00060806	0.011285564	MMP8
17074313	0.313483143	0.503666431	0.473544787	-0.641457825	0.190183288	0.160061644	-0.954940968	-0.030121644	-1.145124256	-1.115002612	9.434068875	5.551554111	0.000610091	0.011305072	NA
16900018	0.093705782	0.506032038	0.027054799	-0.863070071	0.412326256	-0.066650983	-0.956775852	-0.478977239	-1.369102108	-0.89012487	3.946888656	5.420389832	0.000733011	0.013018691	NA
16989736	0.674113014	0.232682709	-0.137468154	-0.783157007	-0.441430304	-0.811581168	-1.457270021	-0.370150864	-1.015839717	-0.645688853	8.793129986	4.932264077	0.00145999	0.021508097	EGR1
16753543	-0.205956671	0.090734347	0.184339366	0.814180035	0.296691018	0.390296037	1.020136706	0.093605019	0.723445688	0.629840669	6.242382963	4.734364016	0.001935474	0.026214404	NA
16771545	-0.069538084	-0.311497263	-0.137893767	0.733763273	-0.241959179	-0.068355683	0.803301357	0.173603496	1.045260536	0.87165704	5.205422485	4.21597186	0.004076978	0.044357381	NA
16790255	0.240027172	0.527118076	1.371078102	0.233466695	0.287090904	1.131050931	-0.006560477	0.843960026	-0.293651381	-1.137611408	3.68234566	4.048246315	0.005197916	0.052698493	NA
16995712	0.765130529	0.287891681	1.183324221	-0.124540026	-0.477238848	0.418193693	-0.889670555	0.89543254	-0.412431707	-1.307864248	3.705946595	4.015439373	0.005451364	0.054475345	NA
16835617	0.479450266	0.48407842	0.013318143	-0.52281844	0.004628154	-0.466132124	-1.002268706	-0.470760277	-1.00689686	-0.536136583	5.385706875	3.980450611	0.005735492	0.05648474	NA
16975302	0.341897625	0.128580505	0.330196597	-0.868972855	-0.213317121	-0.011701028	-1.21087048	0.201616092	-0.997553359	-1.199169452	4.93946493	3.691976979	0.008730332	0.075520335	NA
16775083	0.059743431	0.16751975	0.36992661	-0.896027587	0.107776319	0.310183179	-0.955771018	0.202406861	-1.063547336	-1.265954197	6.307264511	3.687268262	0.008790557	0.075760764	OLFM4
16997010	-0.166970451	-0.302430347	-0.519445564	-1.004091843	-0.135459896	-0.352475113	-0.837121392	-0.217015217	-0.701661496	-0.484646279	5.513105419	3.374907833	0.013883935	0.103358633	NA
16698947	-0.168631207	-0.429015348	-0.675791994	-1.047586744	-0.260384141	-0.507160787	-0.878955537	-0.246776646	-0.618571396	-0.37179475	4.406272601	3.351853067	0.01436128	0.105854994	NA
16835635	-0.341564642	0.012583044	0.789757642	0.043589108	0.354147686	1.131322284	0.38515375	0.777174598	0.031006064	-0.746168534	5.481402831	3.123374369	0.020083579	0.131836173	NA
17006313	0.183566829	0.340004634	0.675376603	-0.394297262	0.156437805	0.491809774	-0.57786409	0.335371969	-0.734301895	-1.069673864	3.949859669	3.028156841	0.023099401	0.143836041	NA
16835627	-0.441229554	0.089144324	-0.360221593	-0.91161816	0.530373878	0.081007961	-0.470388607	-0.449365917	-1.000762485	-0.551396568	5.043112214	2.703169487	0.037240337	0.195160464	NA
17068615	0.549207055	0.077087541	-0.168608585	-0.559522551	-0.472119514	-0.71781564	-1.108729606	-0.245696126	-0.636610093	-0.390913966	4.946553313	2.663073055	0.039498988	0.202791305	NA
17017216	0.710530852	0.066794096	-0.003472596	-0.434150535	-0.643736756	-0.714003448	-1.144681387	-0.070266692	-0.500944631	-0.430677939	4.412755946	2.650668136	0.040224976	0.204428038	NA
16993401	0.023149605	-0.29079452	-0.026223892	0.877524333	-0.313944124	-0.049373496	0.854374728	0.264570628	1.168318852	0.903748224	4.167098761	2.590813928	0.043918532	0.215494749	NA
16833204	-0.022518329	-0.454306715	-0.709553075	-1.016372902	-0.431788386	-0.687034746	-0.993854573	-0.25524636	-0.562066187	-0.306819827	6.080051527	2.40688454	0.057504304	0.253556039	CCL2
16769753	-0.30038051	-0.490268097	0.519025408	-0.113157616	-0.189887587	0.819405919	0.187222895	1.009293506	0.377110482	-0.632183024	3.491224721	2.38875456	0.0590498	0.257403563	NA
